X,Y,FID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,SHORT_NAME,ORGANIZATION
-8233288.6994,4979019.9445,6174,18110021,LENOX HILL HOSPITAL,100 E 77TH ST,NEW YORK,NY,10021,NOT AVAILABLE,(212) 434-2060,GENERAL ACUTE CARE,OPEN,632,NEW YORK,36061,USA,40.773702681,-73.960890772,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.lenoxhillhospital.org,7002017H,NOT AVAILABLE,36,NON-PROFIT,-999,632,NOT AVAILABLE,N,LENOX HILL HOSPITAL,Northwell Health
-8236239.9045,4978449.3109,6193,118610019,MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,NOT AVAILABLE,(212) 523-7225,GENERAL ACUTE CARE,OPEN,514,NEW YORK,36061,USA,40.769820607,-73.987401899,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/05/12 00:00:00,http://www.roosevelthospitalnyc.org/index.aspx,NOT AVAILABLE,MOUNT SINAI ROOSEVELT,36,NON-PROFIT,-999,514,NOT AVAILABLE,N,MOUNT SINAI WEST,Mount Sinai Health System
-8233366.5762,4983610.2253,363,118710025,MOUNT SINAI ST. LUKE'S,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NOT AVAILABLE,(212) 523-4295,GENERAL ACUTE CARE,OPEN,495,NEW YORK,36061,USA,40.804922543,-73.961590352,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/24 00:00:00,http://www.stlukeshospitalnyc.org/index.aspx,7002032H,NOT AVAILABLE,36,NON-PROFIT,-999,495,LEVEL II,N,MOUNT SINAI ST. LUKE'S,Mount Sinai Health System
-8231467.452,4980670.0076,2890,18210029,METROPOLITAN HOSPITAL CENTER,1901 1ST AVE,NEW YORK,NY,10029,NOT AVAILABLE,(212) 423-8993,GENERAL ACUTE CARE,OPEN,338,NEW YORK,36061,USA,40.78492694,-73.944530229,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/01/03 00:00:00,http://www.nyc.gov/html/hhc/mhc/html/home/home.shtml,7002021H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,338,NOT AVAILABLE,N,METROPOLITAN HOSPITAL CENTER,NYC Health + Hospitals
-8230947.7049,4984984.2635,348,116710037,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NOT AVAILABLE,(212) 939-1000,GENERAL ACUTE CARE,OPEN,282,NEW YORK,36061,USA,40.81426493,-73.939861261,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/11 00:00:00,http://www.nychealthandhospitals.org/harlem/html/home/home.shtml,7002009H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,282,LEVEL II,N,HARLEM HOSPITAL CENTER,NYC Health + Hospitals
-8235749.8831,4973248.9615,332,17910003,NYU HOSPITAL FOR JOINT DISEASES,301 E 17TH ST,NEW YORK,NY,10003,NOT AVAILABLE,(212) 598-6000,GENERAL ACUTE CARE,OPEN,225,NEW YORK,36061,USA,40.734431687,-73.982999962,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.med.nyu.edu/hjd/,1446,NOT AVAILABLE,36,NON-PROFIT,-999,225,NOT AVAILABLE,N,NYU HOSPITAL FOR JOINT DISEASES,NYU Langone Health
-8227963.1253,4993667.7211,6185,115610034,NEW YORK PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL,5141 BROADWAY,NEW YORK,NY,10034,NOT AVAILABLE,(212) 932-4000,GENERAL ACUTE CARE,OPEN,196,NEW YORK,36061,USA,40.873275237,-73.913050326,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/11 00:00:00,http://www.nyp.org/allenhospital,7099003H,NOT AVAILABLE,36,NON-PROFIT,-999,196,NOT AVAILABLE,N,NEW YORK PRESBYTERIAN HOSPITAL - AL,NewYork-Presbyterian
-8231105.9251,4988735.4333,333,18610032,NEW YORK PRESBYTERIAN MORGAN STANLEY CHILDREN'S HOSPITAL,3959 BROADWAY,NEW YORK,NY,10032,NOT AVAILABLE,(212) 305-5437,CHILDREN,OPEN,190,NEW YORK,36061,USA,40.8397632590001,-73.941282577,622110,"CHILDREN'S HOSPITALS, GENERAL",https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.nyp.org/morganstanley,1464,NOT AVAILABLE,36,NON-PROFIT,-999,190,LEVEL I PEDIATRIC,N,NEW YORK PRESBYTERIAN MORGAN STANLE,NewYork-Presbyterian
-8238232.07,4969736.2685,6195,119310038,NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NOT AVAILABLE,(212) 312-5175,GENERAL ACUTE CARE,OPEN,180,NEW YORK,36061,USA,40.7105167880001,-74.0052978259999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/24 00:00:00,http://www.nyp.org/lowermanhattan,NOT AVAILABLE,NEW YORK DOWNTOWN HOSPITAL,36,NON-PROFIT,-999,180,NOT AVAILABLE,N,NEW YORK-PRESBYTERIAN/LOWER MANHATT,NewYork-Presbyterian
-8205148.8673,4976174.5993,2904,114811040,LONG ISLAND JEWISH MEDICAL CENTER,270-05 76TH AVE,NEW HYDE PARK,NY,11040,NOT AVAILABLE,(718) 470-7764,GENERAL ACUTE CARE,OPEN,1025,QUEENS,36081,USA,40.7543432750001,-73.70810636,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/11 00:00:00,https://www.northwell.edu/find-care/locations/long-island-jewish-medical-center,7003004H,NOT AVAILABLE,36,NON-PROFIT,-999,1025,NOT AVAILABLE,N,LONG ISLAND JEWISH MEDICAL CENTER,Northwell Health
-8224960.765,4974776.3036,335,19611373,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,11373,NOT AVAILABLE,(718) 334-4000,GENERAL ACUTE CARE,OPEN,551,QUEENS,36081,USA,40.7448273630001,-73.886079665,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/01/03 00:00:00,http://www.nyc.gov/html/hhc/ehc/html/home/home.shtml,7003000H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,551,LEVEL I,N,ELMHURST HOSPITAL CENTER,NYC Health + Hospitals
-8218207.7594,4975062.0785,340,20311355,NEW YORK PRESBYTERIAN QUEENS,56 45 MAIN ST,FLUSHING,NY,11355,NOT AVAILABLE,(718) 670-2000,GENERAL ACUTE CARE,OPEN,519,QUEENS,36081,USA,40.7467722760001,-73.8254163829999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.nyhq.org/,7003010H,NOT AVAILABLE,36,NON-PROFIT,-999,519,LEVEL I,N,NEW YORK PRESBYTERIAN QUEENS,NewYork-Presbyterian
-8217172.3221,4968207.149,336,19711414,JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY,JAMAICA,NY,11414,NOT AVAILABLE,(718) 206-6000,GENERAL ACUTE CARE,OPEN,408,QUEENS,36081,USA,40.700103647,-73.816114892,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://jamaicahospital.org/,7003003H,NOT AVAILABLE,36,NON-PROFIT,-999,408,LEVEL I,N,JAMAICA HOSPITAL MEDICAL CENTER,INDEPENDENT
-8217211.3536,4976331.3481,6176,19411355,FLUSHING HOSPITAL MEDICAL CENTER,45TH AVE & PARSONS BLVD,FLUSHING,NY,11355,NOT AVAILABLE,(718) 670-5918,GENERAL ACUTE CARE,OPEN,293,QUEENS,36081,USA,40.7554099230001,-73.816465518,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.flushinghospital.org,7003001H,NOT AVAILABLE,36,NON-PROFIT,-999,293,NOT AVAILABLE,N,FLUSHING HOSPITAL MEDICAL CENTER,INDEPENDENT
-8215885.6135,4970699.0237,2893,19511432,QUEENS HOSPITAL CENTER,82-68 164TH ST,JAMAICA,NY,11432,NOT AVAILABLE,(718) 883-2350,GENERAL ACUTE CARE,OPEN,247,QUEENS,36081,USA,40.7170722130001,-73.8045561919999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/01/03 00:00:00,http://www.nyc.gov/html/hhc/qhc/html/home/home.shtml,7003007H,NOT AVAILABLE,36,GOVERNMENT - LOCAL,-999,247,NOT AVAILABLE,N,QUEENS HOSPITAL CENTER,NYC Health + Hospitals
-8210207.6988,4953330.1615,6177,19811691,ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE,327 BEACH 19TH ST,FAR ROCKAWAY,NY,11691,NOT AVAILABLE,(718) 868-7320,GENERAL ACUTE CARE,OPEN,241,QUEENS,36081,USA,40.598707984,-73.753550616,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.ehs.org,1635,NOT AVAILABLE,36,NON-PROFIT,-999,241,NOT AVAILABLE,N,ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH,Episcopal Health Services
-8229280.4817,4978225.077,2907,115511102,MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,25-10 30TH AVENUE,LONG ISLAND CITY,NY,11102,NOT AVAILABLE,(718) 932-1000,GENERAL ACUTE CARE,OPEN,228,QUEENS,36081,USA,40.7682950600001,-73.9248843399999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/11 00:00:00,http://www.mshq.org/,7003015H,NOT AVAILABLE,36,NOT AVAILABLE,-999,228,NOT AVAILABLE,N,MOUNT SINAI HOSPITAL - MOUNT SINAI ,Mount Sinai Health System
-8221112.1209,4972450.245,2898,20011375,LONG ISLAND JEWISH FOREST HILLS HOSPITAL,102-01 66 ROAD,FOREST HILLS,NY,11375,NOT AVAILABLE,(516) 562-4060,GENERAL ACUTE CARE,OPEN,222,QUEENS,36081,USA,40.7289946700001,-73.8515067069999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,https://www.northwell.edu/find-care/locations/long-island-jewish-forest-hills,7003013H,LONG ISLAND JEWISH FOREST HILLS,36,NON-PROFIT,-999,222,NOT AVAILABLE,N,LONG ISLAND JEWISH FOREST HILLS HOS,Northwell Health
-8205187.8495,4975977.9503,7604,193711040,COHEN CHILDREN’S MEDICAL CENTER,269-01 76TH AVENUE,NEW HYDE PARK,NY,11040,NOT AVAILABLE,(718) 470-3000,CHILDREN,OPEN,-999,QUEENS,36081,USA,40.7530050890001,-73.708456543,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.health.ny.gov/regulations/hcra/provider.html,2019/09/26 00:00:00,IMAGERY/OTHER,2020/05/06 00:00:00,https://childrenshospital.northwell.edu/,NOT AVAILABLE,NOT AVAILABLE,36,NON-PROFIT,-999,202,LEVEL I PEDIATRIC,N,COHEN CHILDREN’S MEDICAL CENTER,Northwell Health
-8247240.2725,4951318.3742,7405,20710305,STATEN ISLAND UNIVERSITY HOSPITAL - NORTH,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NOT AVAILABLE,(718) 226-9515,GENERAL ACUTE CARE,OPEN,508,RICHMOND,36085,USA,40.5849846130001,-74.086219886,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/03/13 00:00:00,http://www.siuh.edu/,7004003H,NOT AVAILABLE,36,NON-PROFIT,-999,508,"LEVEL I, LEVEL II PEDIATRIC",Y,STATEN ISLAND UNIVERSITY HOSPITAL -,Northwell Health
-8249435.261,4958784.7819,7403,20610301,RICHMOND UNIVERSITY MEDICAL CENTER - MAIN CAMPUS,355 BARD AVE,STATEN ISLAND,NY,10301,NOT AVAILABLE,(718) 818-2413,GENERAL ACUTE CARE,OPEN,448,RICHMOND,36085,USA,40.6359024070001,-74.105937803,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.rumcsi.org/main/home.aspx,7004010H,NOT AVAILABLE,36,NON-PROFIT,-999,448,"LEVEL II, LEVEL II PEDIATRIC",N,RICHMOND UNIVERSITY MEDICAL CENTER ,INDEPENDENT
-8259512.8238,4941295.1321,562,21210305,STATEN ISLAND UNIVERSITY HOSPITAL - SOUTH,375 SEGUINE AVENUE,STATEN ISLAND,NY,10305,NOT AVAILABLE,(718) 226-2000,GENERAL ACUTE CARE,OPEN,206,RICHMOND,36085,USA,40.5165692800001,-74.1964660899999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/12 00:00:00,www.siuh.edu,1737,NOT AVAILABLE,36,NON-PROFIT,-999,206,NOT AVAILABLE,N,STATEN ISLAND UNIVERSITY HOSPITAL -,Northwell Health
-8139200.0688,4998957.0789,1304,3611790,UNIVERSITY HOSPITAL- STONEY BROOK,101 NICOLLS RD,STONY BROOK,NY,11790,NOT AVAILABLE,(516) 689-3333,GENERAL ACUTE CARE,OPEN,603,SUFFOLK,36103,USA,40.909194455,-73.115678223,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,https://www.stonybrookmedicine.edu/sbuh,5151001H,NOT AVAILABLE,36,GOVERNMENT - STATE,-999,603,"LEVEL I, LEVEL I PEDIATRIC",Y,UNIVERSITY HOSPITAL- STONEY BROOK,Stony Brook Medicine
-8159094.6867,4967293.3696,307,12810901,GOOD SAMARITAN HOSPITAL - WEST ISLIP,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,10901,NOT AVAILABLE,(631) 376-3000,GENERAL ACUTE CARE,OPEN,437,SUFFOLK,36103,USA,40.693880129,-73.294394616,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://goodsamaritan.chsli.org/,5154001H,NOT AVAILABLE,36,NON-PROFIT,-999,437,LEVEL II,Y,GOOD SAMARITAN HOSPITAL - WEST ISLI,Catholic Health Services of Long Island
-8172653.9479,4994559.0146,303,12211743,HUNTINGTON HOSPITAL,270 PARK AVE,HUNTINGTON,NY,11743,NOT AVAILABLE,(516) 351-2000,GENERAL ACUTE CARE,OPEN,408,SUFFOLK,36103,USA,40.8793292410001,-73.416199532,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,https://www.northwell.edu/find-care/locations/huntington-hospital,5153000H,NOT AVAILABLE,36,NON-PROFIT,-999,408,LEVEL III,N,HUNTINGTON HOSPITAL,Northwell Health
-8153168.4847,4972004.4917,304,12311706,SOUTHSIDE HOSPITAL,301 E MAIN ST,BAY SHORE,NY,11706,NOT AVAILABLE,(631) 968-3000,GENERAL ACUTE CARE,OPEN,321,SUFFOLK,36103,USA,40.7259601480001,-73.2411586379999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,https://www.northwell.edu/find-care/locations/southside-hospital,5154000H,NOT AVAILABLE,36,NON-PROFIT,-999,321,LEVEL II,Y,SOUTHSIDE HOSPITAL,Northwell Health
-8151146.7101,4992964.7773,3654,12611787,ST. CATHERINE OF SIENA MEDICAL CENTER,"50 ROUTE, 25 A",SMITHTOWN,NY,11787,NOT AVAILABLE,(631) 862-3100,GENERAL ACUTE CARE,OPEN,306,SUFFOLK,36103,USA,40.8685001860001,-73.2229967279999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://stcatherines.chsli.org/,5157003H,NOT AVAILABLE,36,NON-PROFIT,-999,306,NOT AVAILABLE,N,ST. CATHERINE OF SIENA MEDICAL CENT,Catholic Health Services of Long Island
-8123778.1366,4979954.0777,7399,11711772,LONG ISLAND COMMUNITY HOSPITAL,101 HOSPITAL RD,PATCHOGUE,NY,11772,NOT AVAILABLE,(631) 654-7100,GENERAL ACUTE CARE,OPEN,306,SUFFOLK,36103,USA,40.7800571880001,-72.977140649,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.bmhmc.org,5123000H,NOT AVAILABLE,36,NON-PROFIT,-999,306,LEVEL III,Y,LONG ISLAND COMMUNITY HOSPITAL,INDEPENDENT
-8132378.4419,5003358.2696,2911,117211777,JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NOT AVAILABLE,(631) 473-1320,GENERAL ACUTE CARE,OPEN,248,SUFFOLK,36103,USA,40.939067402,-73.054398506,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/11 00:00:00,http://www.matherhospital.org/,5149000H,NOT AVAILABLE,36,NON-PROFIT,-999,248,NOT AVAILABLE,N,JOHN T MATHER MEMORIAL HOSPITAL OF ,INDEPENDENT
-8133109.2229,5004472.966,2878,12511507,ST CHARLES HOSPITAL AND REHABILITATION CENTER,200 BELLE TERRE RD,PORT JEFFERSON,NY,11507,NOT AVAILABLE,(631) 474-6600,GENERAL ACUTE CARE,OPEN,243,SUFFOLK,36103,USA,40.9466312260001,-73.060963223,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.stcharles.org/,5149001H,NOT AVAILABLE,36,NON-PROFIT,-999,243,NOT AVAILABLE,N,ST CHARLES HOSPITAL AND REHABILITAT,Catholic Health Services of Long Island
-8089990.9234,5002650.4464,4477,12411901,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVE,RIVERHEAD,NY,11901,NOT AVAILABLE,(631) 548-6000,GENERAL ACUTE CARE,OPEN,140,SUFFOLK,36103,USA,40.934263985,-72.673624949,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.pbmchealth.org,5155000H,NOT AVAILABLE,36,NON-PROFIT,-999,140,LEVEL III,Y,PECONIC BAY MEDICAL CENTER,INDEPENDENT
-8057298.5169,4995402.7549,301,11811968,UNIVERSITY HOSPITAL STONEY BROOK SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NOT AVAILABLE,(516) 726-8200,GENERAL ACUTE CARE,OPEN,125,SUFFOLK,36103,USA,40.885059735,-72.379944064,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.southamptonhospital.org,5126000H,NOT AVAILABLE,36,NON-PROFIT,-999,125,LEVEL III,N,UNIVERSITY HOSPITAL STONEY BROOK SO,Stony Brook Medicine
-8055203.8464,5028633.476,302,11911901,EASTERN LONG ISLAND HOSPITAL,201 MANOR PL,GREENPORT,NY,11901,NOT AVAILABLE,(631) 477-1000,GENERAL ACUTE CARE,OPEN,90,SUFFOLK,36103,USA,41.1103605700001,-72.3611273189999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.elih.org,5127000H,NOT AVAILABLE,36,NON-PROFIT,-999,90,NOT AVAILABLE,Y,EASTERN LONG ISLAND HOSPITAL,INDEPENDENT
-8215929.9836,5025048.3352,319,15110532,WESTCHESTER MEDICAL CENTER,100 WOODS RD,VALHALLA,NY,10532,NOT AVAILABLE,(914) 493-7018,GENERAL ACUTE CARE,OPEN,652,WESTCHESTER,36119,USA,41.0860907520001,-73.8049547749999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/01/03 00:00:00,http://www.westchestermedicalcenter.com/,5957001H,NOT AVAILABLE,36,GOVERNMENT - DISTRICT/AUTHORITY,-999,652,"LEVEL I, LEVEL I PEDIATRIC",Y,WESTCHESTER MEDICAL CENTER,WMCHealth
-8211961.4797,5016117.552,6166,13510601,WHITE PLAINS HOSPITAL CENTER,41 E POST RD,WHITE PLAINS,NY,10601,NOT AVAILABLE,(914) 681-0600,GENERAL ACUTE CARE,OPEN,292,WESTCHESTER,36119,USA,41.02559431,-73.769305098,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.wphospital.org,5902001H,NOT AVAILABLE,36,NON-PROFIT,-999,292,NOT AVAILABLE,N,WHITE PLAINS HOSPITAL CENTER,NewYork-Presbyterian
-8222401.3183,5028433.4997,312,14510591,PHELPS MEMORIAL HOSPITAL CENTER,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NOT AVAILABLE,(914) 366-3000,GENERAL ACUTE CARE,OPEN,238,WESTCHESTER,36119,USA,41.1090070550001,-73.8630877639999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.phelpshospital.org,5932000H,NOT AVAILABLE,36,NON-PROFIT,-999,238,NOT AVAILABLE,N,PHELPS MEMORIAL HOSPITAL CENTER,Northwell Health
-8224968.2524,5007757.4979,2928,119710701,SJRH - ST JOHNS DIVISION,967 NORTH BROADWAY,YONKERS,NY,10701,NOT AVAILABLE,(914) 964-4444,GENERAL ACUTE CARE,OPEN,225,WESTCHESTER,36119,USA,40.9689135340001,-73.8861469249999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/24 00:00:00,http://www.riversidehealth.org/facilities/andrus.aspx,5907001H,NOT AVAILABLE,36,NON-PROFIT,-999,225,NOT AVAILABLE,N,SJRH - ST JOHNS DIVISION,WMCHealth
-8226253.7422,5001912.5362,2929,120010701,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,NOT AVAILABLE,(914) 378-7000,GENERAL ACUTE CARE,OPEN,194,WESTCHESTER,36119,USA,40.92925602,-73.8976946769999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/24 00:00:00,http://www.saintjosephs.org/,5907002H,NOT AVAILABLE,36,NON-PROFIT,-999,194,NOT AVAILABLE,N,ST JOSEPH'S MEDICAL CENTER,Trinity Health
-8219448.729,5003803.8292,6167,14710708,NEW YORK-PRESBYTERIAN/LAWRENCE HOSPITAL,55 PALMER AVE,BRONXVILLE,NY,10708,NOT AVAILABLE,(914) 787-1000,GENERAL ACUTE CARE,OPEN,187,WESTCHESTER,36119,USA,40.9420908710001,-73.836564203,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY,2014/02/10 00:00:00,http://www.nyplawrence.org/,5922000H,NOT AVAILABLE,36,NON-PROFIT,-999,187,NOT AVAILABLE,N,NEW YORK-PRESBYTERIAN/LAWRENCE HOSP,NewYork-Presbyterian
-8219893.7621,4999502.6682,2905,115210550,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,NOT AVAILABLE,(914) 361-6100,GENERAL ACUTE CARE,OPEN,176,WESTCHESTER,36119,USA,40.9128983590001,-73.8405620029999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2015/02/11 00:00:00,http://montefiorehs.org/landing.cfm?id=17,5903001H,NOT AVAILABLE,36,NON-PROFIT,-999,176,NOT AVAILABLE,N,MONTEFIORE MOUNT VERNON HOSPITAL,Montefiore Health System
-8207107.4661,5041450.6886,2885,14210549,NORTHERN WESTCHESTER HOSPITAL,400 E MAIN ST,MOUNT KISCO,NY,10549,NOT AVAILABLE,(914) 666-1303,GENERAL ACUTE CARE,OPEN,245,WESTCHESTER,36119,USA,41.1970540820001,-73.725700752,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2019/08/20 00:00:00,IMAGERY/OTHER,2014/02/10 00:00:00,http://www.nwhc.net,5920000H,NOT AVAILABLE,36,NON-PROFIT,-999,145,NOT AVAILABLE,N,NORTHERN WESTCHESTER HOSPITAL,Northwell Health
